onset	duration	trial_type	accuracy	response_time	stim1_file	stim2_file
102.186	4.443	4	1	1.086	RhymeSpell/scheme.bmp	RhymeSpell/saint1.bmp
106.629	4.442	2	1	1.896	RhymeSpell/foe.bmp	RhymeSpell/stow2.bmp
111.071	4.443	0	1	1.578	RhymeSpell/null.bmp	RhymeSpell/null.bmp
115.514	4.443	6	1	1.391	Symbols/van.bmp	Symbols/van2.bmp
119.957	4.443	6	1	1.779	Symbols/jzd.bmp	Symbols/jbd2.bmp
124.4	4.443	0	1	1.621	RhymeSpell/null.bmp	RhymeSpell/null.bmp
128.843	4.443	5	1	1.837	Symbols/s.bmp	Symbols/j2.bmp
133.286	4.442	0	1	2.272	RhymeSpell/null.bmp	RhymeSpell/null.bmp
137.728	4.443	2	1	1.865	RhymeSpell/weird.bmp	RhymeSpell/beard1.bmp
142.171	4.443	1	1	1.051	RhymeSpell/cage.bmp	RhymeSpell/rage1.bmp
146.614	4.443	3	1	1.189	RhymeSpell/grand.bmp	RhymeSpell/wand2.bmp
151.057	4.443	6	1	1.301	Symbols/ksg.bmp	Symbols/ksj2.bmp
155.5	4.443	3	1	1.902	RhymeSpell/breast.bmp	RhymeSpell/feast1.bmp
159.943	4.442	0	1	1.026	RhymeSpell/null.bmp	RhymeSpell/null.bmp
164.385	4.443	5	1	0.826	Symbols/l.bmp	Symbols/l2.bmp
168.828	4.443	0	1	2.906	RhymeSpell/null.bmp	RhymeSpell/null.bmp
173.271	4.443	6	0	1.125	Symbols/uab.bmp	Symbols/iab1.bmp
177.714	4.443	2	1	1.09	RhymeSpell/plea.bmp	RhymeSpell/key2.bmp
182.157	4.443	4	0	2.258	RhymeSpell/boom.bmp	RhymeSpell/past1.bmp
186.6	4.442	5	1	1.646	Symbols/c.bmp	Symbols/v1.bmp
191.042	4.443	0	1	1.013	RhymeSpell/null.bmp	RhymeSpell/null.bmp
195.485	4.443	0	1	1.582	RhymeSpell/null.bmp	RhymeSpell/null.bmp
199.928	4.443	4	1	1.17	RhymeSpell/brass.bmp	RhymeSpell/gut1.bmp
204.371	4.443	0	1	1.635	RhymeSpell/null.bmp	RhymeSpell/null.bmp
208.814	4.443	4	1	1.84	RhymeSpell/nail.bmp	RhymeSpell/weep2.bmp
213.257	4.442	0	1	2.891	RhymeSpell/null.bmp	RhymeSpell/null.bmp
217.699	4.443	3	1	2.411	RhymeSpell/christ.bmp	RhymeSpell/twist1.bmp
222.142	4.443	5	1	2.156	Symbols/n.bmp	Symbols/n1.bmp
226.585	4.443	2	1	2.643	RhymeSpell/froze.bmp	RhymeSpell/nose1.bmp
231.028	4.443	0	0	n/a	RhymeSpell/null.bmp	RhymeSpell/null.bmp
235.471	4.443	1	1	2.438	RhymeSpell/cork.bmp	RhymeSpell/stork2.bmp
239.914	4.442	0	1	0.824	RhymeSpell/null.bmp	RhymeSpell/null.bmp
244.356	4.443	4	1	1.042	RhymeSpell/food.bmp	RhymeSpell/brought1.bmp
248.799	4.443	3	1	2.466	RhymeSpell/gone.bmp	RhymeSpell/phone2.bmp
253.242	4.443	0	1	2.177	RhymeSpell/null.bmp	RhymeSpell/null.bmp
257.685	4.443	0	1	1.323	RhymeSpell/null.bmp	RhymeSpell/null.bmp
262.128	4.443	4	1	1.349	RhymeSpell/jet.bmp	RhymeSpell/pace1.bmp
266.571	4.443	0	1	2.294	RhymeSpell/null.bmp	RhymeSpell/null.bmp
271.014	4.442	1	0	1.668	RhymeSpell/grow.bmp	RhymeSpell/snow1.bmp
275.456	4.443	1	1	1.601	RhymeSpell/fluff.bmp	RhymeSpell/puff2.bmp
279.899	4.443	6	1	1.489	Symbols/upw.bmp	Symbols/upw1.bmp
284.342	4.443	6	0	1.068	Symbols/myh.bmp	Symbols/myl1.bmp
288.785	4.443	0	1	1.881	RhymeSpell/null.bmp	RhymeSpell/null.bmp
293.228	4.443	4	0	2.805	RhymeSpell/calm.bmp	RhymeSpell/fame2.bmp
297.671	4.442	0	1	1.208	RhymeSpell/null.bmp	RhymeSpell/null.bmp
302.113	4.443	2	0	1.829	RhymeSpell/grade.bmp	RhymeSpell/laid2.bmp
306.556	4.443	0	1	0.964	RhymeSpell/null.bmp	RhymeSpell/null.bmp
310.999	4.443	1	1	1.342	RhymeSpell/care.bmp	RhymeSpell/rare2.bmp
315.442	4.443	4	0	1.488	RhymeSpell/fall.bmp	RhymeSpell/tint1.bmp
319.885	4.443	1	0	n/a	RhymeSpell/note.bmp	RhymeSpell/wrote2.bmp
324.328	4.442	5	1	2.269	Symbols/i.bmp	Symbols/i2.bmp
328.77	4.443	5	1	0.949	Symbols/r.bmp	Symbols/z2.bmp
333.213	4.443	0	1	1.887	RhymeSpell/null.bmp	RhymeSpell/null.bmp
337.656	4.443	4	1	1.698	RhymeSpell/splash.bmp	RhymeSpell/braid2.bmp
342.099	4.443	0	0	2.135	RhymeSpell/null.bmp	RhymeSpell/null.bmp
346.542	4.443	1	0	n/a	RhymeSpell/spruce.bmp	RhymeSpell/truce2.bmp
350.985	4.442	1	0	2.731	RhymeSpell/shell.bmp	RhymeSpell/tell2.bmp
355.427	4.443	1	0	1.491	RhymeSpell/fist.bmp	RhymeSpell/gist1.bmp
359.87	4.443	6	1	0.731	Symbols/hio.bmp	Symbols/hio2.bmp
364.313	4.443	3	1	2.274	RhymeSpell/phase.bmp	RhymeSpell/case1.bmp
368.756	4.443	2	1	1.697	RhymeSpell/run.bmp	RhymeSpell/ton1.bmp
373.199	4.443	0	1	2.231	RhymeSpell/null.bmp	RhymeSpell/null.bmp
377.642	4.442	5	0	1.633	Symbols/p.bmp	Symbols/s1.bmp
382.084	4.443	3	0	1.428	RhymeSpell/scarce.bmp	RhymeSpell/farce1.bmp
386.527	4.443	4	1	1.054	RhymeSpell/half.bmp	RhymeSpell/bake1.bmp
390.97	4.443	1	1	1.401	RhymeSpell/cart.bmp	RhymeSpell/smart1.bmp
395.413	4.443	0	1	2.295	RhymeSpell/null.bmp	RhymeSpell/null.bmp
399.856	4.443	6	1	1.877	Symbols/mey.bmp	Symbols/mey2.bmp
404.299	4.443	0	1	1.99	RhymeSpell/null.bmp	RhymeSpell/null.bmp
408.742	4.442	0	0	n/a	RhymeSpell/null.bmp	RhymeSpell/null.bmp
413.184	4.443	2	1	2.078	RhymeSpell/hood.bmp	RhymeSpell/should2.bmp
417.627	4.443	0	1	1.509	RhymeSpell/null.bmp	RhymeSpell/null.bmp
422.07	4.443	6	0	n/a	Symbols/odt.bmp	Symbols/odt2.bmp
426.513	4.443	2	1	1.487	RhymeSpell/fruit.bmp	RhymeSpell/loot2.bmp
430.956	4.443	0	1	2.544	RhymeSpell/null.bmp	RhymeSpell/null.bmp
435.399	4.442	4	1	1.63	RhymeSpell/palm.bmp	RhymeSpell/salt2.bmp
439.841	4.443	3	1	1.175	RhymeSpell/shall.bmp	RhymeSpell/call2.bmp
444.284	4.443	0	1	0.936	RhymeSpell/null.bmp	RhymeSpell/null.bmp
448.727	4.443	1	1	1.059	RhymeSpell/clear.bmp	RhymeSpell/fear2.bmp
453.17	4.443	2	1	1.46	RhymeSpell/view.bmp	RhymeSpell/few2.bmp
457.613	4.443	5	1	1.204	Symbols/v.bmp	Symbols/h1.bmp
462.056	4.442	0	1	1.514	RhymeSpell/null.bmp	RhymeSpell/null.bmp
466.498	4.443	5	0	1.778	Symbols/h.bmp	Symbols/c2.bmp
470.941	4.443	0	1	0.733	RhymeSpell/null.bmp	RhymeSpell/null.bmp
475.384	4.439	4	1	1.951	RhymeSpell/crease.bmp	RhymeSpell/shave1.bmp
